Ladce;2 088;1 062;50,86;1 061;1 050
Mikusovce;812;422;51,97;422;419
Nova Dubnica;9 433;5 204;55,16;5 200;5 159
Pruske;1 843;988;53,6;987;981
Sedmerovec;339;182;53,68;182;182
Slavnica;710;342;48,16;342;336
Tuchyna;645;382;59,22;382;380
Vrsatske Podhradie;190;102;53,68;102;101
Zliechov;472;232;49,15;232;231
Adamovske Kochanovce;657;424;64,53;424;423
Bobot;627;338;53,9;338;338
Dolna Poruba;663;282;42,53;282;276
Dolna Suca;2 449;1 241;50,67;1 238;1 228
Drietoma;1 841;939;51;939;935
Dubodiel;819;489;59,7;489;487
Horna Suca;2 714;1 393;51,32;1 393;1 376
Hornany;350;199;56,85;199;197
Horne Srnie;2 237;1 280;57,21;1 280;1 267
Hrabovka;344;202;58,72;202;199
Chocholna - Velcice;1 409;800;56,77;799;798
Ivanovce;798;463;58,02;463;459
Kostolna - Zariecie;577;359;62,21;359;358
Krivosud - Bodovka;279;174;62,36;174;174
Melcice - Lieskove;1 317;806;61,19;806;801
Mnichova Lehota;1 001;575;57,44;575;570
Motesice;645;381;59,06;381;379
Nemsova;5 140;2 967;57,72;2 967;2 955
Neporadza;677;347;51,25;347;345
Omsenie;1 563;819;52,39;819;817
Opatovce;341;197;57,77;197;197
Petrova Lehota;166;91;54,81;91;91
Selec;825;432;52,36;432;428
Skalka nad Vahom;932;548;58,79;548;542
Soblahov;1 866;1 042;55,84;1 042;1 031
Svinna;1 281;694;54,17;694;683
Stvrtok;317;207;65,29;207;206
Trencianska Tepla;3 398;1 854;54,56;1 854;1 848
Trencianska Turna;2 751;1 703;61,9;1 703;1 684
Trencianske Jastrabie;1 032;627;60,75;627;623
Trencianske Mitice;638;370;57,99;370;361
Trencianske Stankovce;2 738;1 590;58,07;1 590;1 574
Trencianske Teplice;3 769;2 223;58,98;2 220;2 212
Trencin;45 663;25 407;55,64;25 399;25 260
Velka Hradna;583;345;59,17;345;345
Velke Bierovce;550;352;64;352;349
Zamarovce;876;560;63,92;557;539
Bajc;1 017;395;38,83;395;395
Batorove Kosihy;2 754;560;20,33;560;552
Bodza;326;78;23,92;78;77
Bodzianske Luky;163;50;30,67;50;50
Brestovec;406;141;34,72;141;140
Buc;965;171;17,72;171;170
Calovec;939;267;28,43;267;267
Cicov;1 068;221;20,69;221;219
Dedina Mladeze;371;128;34,5;128;127
Dulovce;1 389;503;36,21;503;500
Holiare;392;78;19,89;78;75
Hurbanovo;6 215;2 310;37,16;2 310;2 296
Chotin;1 172;334;28,49;334;329
Imel;1 685;600;35,6;599;594
Iza;1 408;369;26,2;369;368
Kamenicna;1 616;378;23,39;378;375
Klizska Nema;391;88;22,5;88;86
Kolarovo;8 765;1 911;21,8;1 910;1 888
Komarno;28 087;8 809;31,36;8 807;8 746
Kravany nad Dunajom;612;161;26,3;161;160
Lipove;125;76;60,8;76;75
Marcelova;3 166;595;18,79;595;589
Martovce;595;124;20,84;124;123
Moca;950;174;18,31;174;173
Modrany;1 082;173;15,98;173;173
Mudronovo;93;51;54,83;51;51
Nesvady;4 114;1 122;27,27;1 122;1 114
Okolicna na Ostrove;1 207;188;15,57;188;184
Patince;446;161;36,09;161;159
Pribeta;2 385;675;28,3;675;665
Radvan nad Dunajom;587;156;26,57;156;152
Sokolce;1 007;240;23,83;240;238
Svaty Peter;2 263;715;31,59;715;710
Srobarova;421;200;47,5;200;199
Ton;642;180;28,03;180;177
Travnik;573;148;25,82;148;148
Velke Kosihy;817;247;30,23;247;245
Virt;246;81;32,92;81;80
Vrbova nad Vahom;448;105;23,43;105;104
Zemianska Olca;2 029;365;17,98;365;362
Zlatna na Ostrove;2 037;337;16,54;337;330
Bajka;253;69;27,27;69;69
Batovce;961;460;47,86;460;450
